Day,Supplier,Distribution_Center,Product_Category,Shipped_Volume,Received_Volume,Performance_Gap
50,S8,D,Dairy,60,421.0,-361.0
50,S8,E,Dairy,129,810.0,-681.0
50,S9,C,Dairy,43,367.0,-324.0
50,S9,D,Dairy,59,421.0,-362.0
50,S9,E,Dairy,106,810.0,-704.0
51,S1,A,Meat,37,154.0,-117.0
51,S1,B,Meat,27,143.0,-116.0
51,S1,C,Meat,37,153.0,-116.0
51,S1,D,Meat,28,157.0,-129.0
51,S1,E,Meat,69,329.0,-260.0
51,S10,C,Dairy,53,434.0,-381.0
51,S10,D,Dairy,62,378.0,-316.0
51,S10,E,Dairy,116,807.0,-691.0
51,S11,C,Dairy,61,434.0,-373.0
51,S11,D,Dairy,48,378.0,-330.0
51,S11,E,Dairy,117,807.0,-690.0
51,S12,C,Dairy,57,434.0,-377.0
51,S12,D,Dairy,55,378.0,-323.0
51,S12,E,Dairy,81,807.0,-726.0
51,S13,A,Vegetables,96,883.0,-787.0
51,S13,B,Vegetables,73,758.0,-685.0
51,S13,E,Vegetables,152,1536.0,-1384.0
51,S14,A,Vegetables,84,883.0,-799.0
51,S14,B,Vegetables,67,758.0,-691.0
51,S14,E,Vegetables,147,1536.0,-1389.0
51,S15,A,Vegetables,83,883.0,-800.0
51,S15,B,Vegetables,80,758.0,-678.0
51,S15,E,Vegetables,162,1536.0,-1374.0
51,S16,A,Vegetables,85,883.0,-798.0
51,S16,B,Vegetables,79,758.0,-679.0
51,S16,E,Vegetables,183,1536.0,-1353.0
51,S17,A,Vegetables,101,883.0,-782.0
51,S17,B,Vegetables,78,758.0,-680.0
51,S17,E,Vegetables,128,1536.0,-1408.0
51,S18,A,Vegetables,70,883.0,-813.0
51,S18,B,Vegetables,86,758.0,-672.0
51,S18,E,Vegetables,157,1536.0,-1379.0
51,S19,A,Vegetables,92,883.0,-791.0
51,S19,B,Vegetables,68,758.0,-690.0
51,S19,E,Vegetables,132,1536.0,-1404.0
51,S2,A,Meat,27,154.0,-127.0
51,S2,B,Meat,38,143.0,-105.0
51,S2,C,Meat,32,153.0,-121.0
51,S2,D,Meat,34,157.0,-123.0
51,S2,E,Meat,72,329.0,-257.0
51,S20,A,Vegetables,79,883.0,-804.0
51,S20,B,Vegetables,88,758.0,-670.0
51,S20,E,Vegetables,170,1536.0,-1366.0
51,S21,A,Vegetables,89,883.0,-794.0
51,S21,B,Vegetables,67,758.0,-691.0
51,S21,E,Vegetables,155,1536.0,-1381.0
51,S22,A,Vegetables,104,883.0,-779.0
51,S22,B,Vegetables,72,758.0,-686.0
51,S22,E,Vegetables,150,1536.0,-1386.0
51,S23,A,Beverages,135,558.0,-423.0
51,S23,B,Beverages,125,506.0,-381.0
51,S23,C,Beverages,148,566.0,-418.0
51,S23,D,Beverages,121,495.0,-374.0
51,S23,E,Beverages,276,1081.0,-805.0
51,S24,A,Beverages,153,558.0,-405.0
51,S24,B,Beverages,131,506.0,-375.0
51,S24,C,Beverages,133,566.0,-433.0
51,S24,D,Beverages,122,495.0,-373.0
51,S24,E,Beverages,259,1081.0,-822.0
51,S25,A,Beverages,137,558.0,-421.0
51,S25,B,Beverages,121,506.0,-385.0
51,S25,C,Beverages,143,566.0,-423.0
51,S25,D,Beverages,110,495.0,-385.0
51,S25,E,Beverages,274,1081.0,-807.0
51,S26,A,Beverages,133,558.0,-425.0
51,S26,B,Beverages,129,506.0,-377.0
51,S26,C,Beverages,142,566.0,-424.0
51,S26,D,Beverages,142,495.0,-353.0
51,S26,E,Beverages,272,1081.0,-809.0
51,S27,A,Bakery,46,164.0,-118.0
51,S27,B,Bakery,45,178.0,-133.0
51,S27,C,Bakery,47,168.0,-121.0
51,S27,D,Bakery,45,150.0,-105.0
51,S27,E,Bakery,74,321.0,-247.0
51,S28,A,Bakery,40,164.0,-124.0
51,S28,B,Bakery,56,178.0,-122.0
51,S28,C,Bakery,41,168.0,-127.0
51,S28,D,Bakery,39,150.0,-111.0
51,S28,E,Bakery,79,321.0,-242.0
51,S29,A,Bakery,31,164.0,-133.0
51,S29,B,Bakery,39,178.0,-139.0
51,S29,C,Bakery,50,168.0,-118.0
51,S29,D,Bakery,29,150.0,-121.0
51,S29,E,Bakery,93,321.0,-228.0
51,S3,A,Meat,37,154.0,-117.0
51,S3,B,Meat,21,143.0,-122.0
51,S3,C,Meat,30,153.0,-123.0
51,S3,D,Meat,30,157.0,-127.0
51,S3,E,Meat,61,329.0,-268.0
51,S30,A,Bakery,47,164.0,-117.0
51,S30,B,Bakery,38,178.0,-140.0
51,S30,C,Bakery,30,168.0,-138.0
51,S30,D,Bakery,37,150.0,-113.0
51,S30,E,Bakery,75,321.0,-246.0
51,S4,A,Meat,24,154.0,-130.0
51,S4,B,Meat,29,143.0,-114.0
51,S4,C,Meat,29,153.0,-124.0
51,S4,D,Meat,22,157.0,-135.0
51,S4,E,Meat,65,329.0,-264.0
51,S5,A,Meat,29,154.0,-125.0
51,S5,B,Meat,28,143.0,-115.0
51,S5,C,Meat,25,153.0,-128.0
51,S5,D,Meat,43,157.0,-114.0
51,S5,E,Meat,62,329.0,-267.0
51,S6,C,Dairy,69,434.0,-365.0
51,S6,D,Dairy,54,378.0,-324.0
51,S6,E,Dairy,126,807.0,-681.0
51,S7,C,Dairy,64,434.0,-370.0
51,S7,D,Dairy,55,378.0,-323.0
51,S7,E,Dairy,121,807.0,-686.0
51,S8,C,Dairy,66,434.0,-368.0
51,S8,D,Dairy,50,378.0,-328.0
51,S8,E,Dairy,128,807.0,-679.0
51,S9,C,Dairy,64,434.0,-370.0
51,S9,D,Dairy,54,378.0,-324.0
51,S9,E,Dairy,118,807.0,-689.0
52,S1,A,Meat,27,148.0,-121.0
52,S1,B,Meat,40,169.0,-129.0
52,S1,C,Meat,25,180.0,-155.0
52,S1,D,Meat,41,168.0,-127.0
52,S1,E,Meat,53,292.0,-239.0
52,S10,C,Dairy,61,409.0,-348.0
52,S10,D,Dairy,64,421.0,-357.0
52,S10,E,Dairy,99,825.0,-726.0
52,S11,C,Dairy,56,409.0,-353.0
52,S11,D,Dairy,66,421.0,-355.0
52,S11,E,Dairy,118,825.0,-707.0
52,S12,C,Dairy,53,409.0,-356.0
52,S12,D,Dairy,54,421.0,-367.0
52,S12,E,Dairy,122,825.0,-703.0
52,S13,A,Vegetables,75,753.0,-678.0
52,S13,B,Vegetables,85,774.0,-689.0
52,S13,E,Vegetables,148,1585.0,-1437.0
52,S14,A,Vegetables,83,753.0,-670.0
52,S14,B,Vegetables,80,774.0,-694.0
52,S14,E,Vegetables,166,1585.0,-1419.0
52,S15,A,Vegetables,74,753.0,-679.0
52,S15,B,Vegetables,78,774.0,-696.0
52,S15,E,Vegetables,200,1585.0,-1385.0
52,S16,A,Vegetables,77,753.0,-676.0
52,S16,B,Vegetables,73,774.0,-701.0
52,S16,E,Vegetables,135,1585.0,-1450.0
52,S17,A,Vegetables,78,753.0,-675.0
52,S17,B,Vegetables,74,774.0,-700.0
52,S17,E,Vegetables,175,1585.0,-1410.0
52,S18,A,Vegetables,67,753.0,-686.0
52,S18,B,Vegetables,73,774.0,-701.0
52,S18,E,Vegetables,161,1585.0,-1424.0
52,S19,A,Vegetables,65,753.0,-688.0
52,S19,B,Vegetables,69,774.0,-705.0
52,S19,E,Vegetables,151,1585.0,-1434.0
52,S2,A,Meat,36,148.0,-112.0
52,S2,B,Meat,37,169.0,-132.0
52,S2,C,Meat,35,180.0,-145.0
52,S2,D,Meat,22,168.0,-146.0
52,S2,E,Meat,57,292.0,-235.0
52,S20,A,Vegetables,83,753.0,-670.0
52,S20,B,Vegetables,83,774.0,-691.0
52,S20,E,Vegetables,140,1585.0,-1445.0
52,S21,A,Vegetables,71,753.0,-682.0
52,S21,B,Vegetables,71,774.0,-703.0
52,S21,E,Vegetables,163,1585.0,-1422.0
52,S22,A,Vegetables,80,753.0,-673.0
52,S22,B,Vegetables,88,774.0,-686.0
52,S22,E,Vegetables,146,1585.0,-1439.0
52,S23,A,Beverages,137,526.0,-389.0
52,S23,B,Beverages,148,556.0,-408.0
52,S23,C,Beverages,120,476.0,-356.0
52,S23,D,Beverages,139,533.0,-394.0
52,S23,E,Beverages,279,1098.0,-819.0
52,S24,A,Beverages,129,526.0,-397.0
52,S24,B,Beverages,136,556.0,-420.0
52,S24,C,Beverages,117,476.0,-359.0
52,S24,D,Beverages,124,533.0,-409.0
52,S24,E,Beverages,299,1098.0,-799.0
52,S25,A,Beverages,142,526.0,-384.0
52,S25,B,Beverages,139,556.0,-417.0
52,S25,C,Beverages,132,476.0,-344.0
52,S25,D,Beverages,145,533.0,-388.0
52,S25,E,Beverages,259,1098.0,-839.0
52,S26,A,Beverages,118,526.0,-408.0
52,S26,B,Beverages,133,556.0,-423.0
52,S26,C,Beverages,107,476.0,-369.0
52,S26,D,Beverages,125,533.0,-408.0
52,S26,E,Beverages,261,1098.0,-837.0
52,S27,A,Bakery,32,149.0,-117.0
52,S27,B,Bakery,38,157.0,-119.0
52,S27,C,Bakery,40,149.0,-109.0
52,S27,D,Bakery,41,174.0,-133.0
52,S27,E,Bakery,75,338.0,-263.0
52,S28,A,Bakery,44,149.0,-105.0
52,S28,B,Bakery,39,157.0,-118.0
52,S28,C,Bakery,35,149.0,-114.0
52,S28,D,Bakery,47,174.0,-127.0
52,S28,E,Bakery,87,338.0,-251.0
52,S29,A,Bakery,39,149.0,-110.0
52,S29,B,Bakery,40,157.0,-117.0
52,S29,C,Bakery,34,149.0,-115.0
52,S29,D,Bakery,45,174.0,-129.0
52,S29,E,Bakery,89,338.0,-249.0
52,S3,A,Meat,26,148.0,-122.0
52,S3,B,Meat,32,169.0,-137.0
52,S3,C,Meat,33,180.0,-147.0
52,S3,D,Meat,38,168.0,-130.0
52,S3,E,Meat,68,292.0,-224.0
52,S30,A,Bakery,34,149.0,-115.0
52,S30,B,Bakery,40,157.0,-117.0
52,S30,C,Bakery,40,149.0,-109.0
52,S30,D,Bakery,41,174.0,-133.0
52,S30,E,Bakery,87,338.0,-251.0
52,S4,A,Meat,31,148.0,-117.0
52,S4,B,Meat,33,169.0,-136.0
52,S4,C,Meat,45,180.0,-135.0
52,S4,D,Meat,34,168.0,-134.0
52,S4,E,Meat,66,292.0,-226.0
52,S5,A,Meat,28,148.0,-120.0
52,S5,B,Meat,27,169.0,-142.0
52,S5,C,Meat,42,180.0,-138.0
52,S5,D,Meat,33,168.0,-135.0
52,S5,E,Meat,48,292.0,-244.0
52,S6,C,Dairy,51,409.0,-358.0
52,S6,D,Dairy,61,421.0,-360.0
52,S6,E,Dairy,139,825.0,-686.0
52,S7,C,Dairy,66,409.0,-343.0
52,S7,D,Dairy,65,421.0,-356.0
52,S7,E,Dairy,120,825.0,-705.0
52,S8,C,Dairy,60,409.0,-349.0
52,S8,D,Dairy,45,421.0,-376.0
52,S8,E,Dairy,120,825.0,-705.0
52,S9,C,Dairy,62,409.0,-347.0
52,S9,D,Dairy,66,421.0,-355.0
52,S9,E,Dairy,107,825.0,-718.0
53,S1,A,Meat,39,162.0,-123.0
53,S1,B,Meat,32,178.0,-146.0
53,S1,C,Meat,31,155.0,-124.0
53,S1,D,Meat,25,151.0,-126.0
53,S1,E,Meat,67,310.0,-243.0
53,S10,C,Dairy,64,411.0,-347.0
53,S10,D,Dairy,62,403.0,-341.0
53,S10,E,Dairy,95,781.0,-686.0
53,S11,C,Dairy,45,411.0,-366.0
53,S11,D,Dairy,50,403.0,-353.0
53,S11,E,Dairy,116,781.0,-665.0
53,S12,C,Dairy,66,411.0,-345.0
53,S12,D,Dairy,51,403.0,-352.0
53,S12,E,Dairy,95,781.0,-686.0
53,S13,A,Vegetables,76,775.0,-699.0
53,S13,B,Vegetables,75,804.0,-729.0
53,S13,E,Vegetables,151,1571.0,-1420.0
53,S14,A,Vegetables,79,775.0,-696.0
53,S14,B,Vegetables,76,804.0,-728.0
53,S14,E,Vegetables,153,1571.0,-1418.0
53,S15,A,Vegetables,75,775.0,-700.0
53,S15,B,Vegetables,77,804.0,-727.0
53,S15,E,Vegetables,143,1571.0,-1428.0
53,S16,A,Vegetables,66,775.0,-709.0
53,S16,B,Vegetables,82,804.0,-722.0
53,S16,E,Vegetables,180,1571.0,-1391.0
53,S17,A,Vegetables,71,775.0,-704.0
53,S17,B,Vegetables,94,804.0,-710.0
53,S17,E,Vegetables,148,1571.0,-1423.0
53,S18,A,Vegetables,96,775.0,-679.0
53,S18,B,Vegetables,75,804.0,-729.0
53,S18,E,Vegetables,153,1571.0,-1418.0
53,S19,A,Vegetables,78,775.0,-697.0
53,S19,B,Vegetables,87,804.0,-717.0
53,S19,E,Vegetables,164,1571.0,-1407.0
53,S2,A,Meat,33,162.0,-129.0
53,S2,B,Meat,43,178.0,-135.0
53,S2,C,Meat,28,155.0,-127.0
53,S2,D,Meat,32,151.0,-119.0
53,S2,E,Meat,52,310.0,-258.0
53,S20,A,Vegetables,71,775.0,-704.0
53,S20,B,Vegetables,91,804.0,-713.0
53,S20,E,Vegetables,156,1571.0,-1415.0
53,S21,A,Vegetables,82,775.0,-693.0
53,S21,B,Vegetables,74,804.0,-730.0
53,S21,E,Vegetables,173,1571.0,-1398.0
53,S22,A,Vegetables,81,775.0,-694.0
53,S22,B,Vegetables,73,804.0,-731.0
53,S22,E,Vegetables,150,1571.0,-1421.0
53,S23,A,Beverages,151,524.0,-373.0
53,S23,B,Beverages,131,570.0,-439.0
53,S23,C,Beverages,126,520.0,-394.0
53,S23,D,Beverages,153,564.0,-411.0
53,S23,E,Beverages,258,1107.0,-849.0
53,S24,A,Beverages,133,524.0,-391.0
53,S24,B,Beverages,144,570.0,-426.0
53,S24,C,Beverages,126,520.0,-394.0
53,S24,D,Beverages,133,564.0,-431.0
53,S24,E,Beverages,310,1107.0,-797.0
53,S25,A,Beverages,120,524.0,-404.0
53,S25,B,Beverages,144,570.0,-426.0
53,S25,C,Beverages,147,520.0,-373.0
53,S25,D,Beverages,149,564.0,-415.0
53,S25,E,Beverages,276,1107.0,-831.0
53,S26,A,Beverages,120,524.0,-404.0
53,S26,B,Beverages,151,570.0,-419.0
53,S26,C,Beverages,121,520.0,-399.0
53,S26,D,Beverages,129,564.0,-435.0
53,S26,E,Beverages,263,1107.0,-844.0
53,S27,A,Bakery,51,174.0,-123.0
53,S27,B,Bakery,38,178.0,-140.0
53,S27,C,Bakery,37,145.0,-108.0
53,S27,D,Bakery,42,166.0,-124.0
53,S27,E,Bakery,100,340.0,-240.0
53,S28,A,Bakery,35,174.0,-139.0
53,S28,B,Bakery,56,178.0,-122.0
53,S28,C,Bakery,32,145.0,-113.0
53,S28,D,Bakery,39,166.0,-127.0
53,S28,E,Bakery,85,340.0,-255.0
53,S29,A,Bakery,46,174.0,-128.0
53,S29,B,Bakery,43,178.0,-135.0
53,S29,C,Bakery,38,145.0,-107.0
53,S29,D,Bakery,44,166.0,-122.0
53,S29,E,Bakery,65,340.0,-275.0
53,S3,A,Meat,24,162.0,-138.0
53,S3,B,Meat,32,178.0,-146.0
53,S3,C,Meat,32,155.0,-123.0
53,S3,D,Meat,28,151.0,-123.0
53,S3,E,Meat,67,310.0,-243.0
53,S30,A,Bakery,42,174.0,-132.0
53,S30,B,Bakery,41,178.0,-137.0
53,S30,C,Bakery,38,145.0,-107.0
53,S30,D,Bakery,41,166.0,-125.0
53,S30,E,Bakery,90,340.0,-250.0
53,S4,A,Meat,33,162.0,-129.0
53,S4,B,Meat,33,178.0,-145.0
53,S4,C,Meat,24,155.0,-131.0
53,S4,D,Meat,32,151.0,-119.0
53,S4,E,Meat,59,310.0,-251.0
53,S5,A,Meat,33,162.0,-129.0
53,S5,B,Meat,38,178.0,-140.0
53,S5,C,Meat,40,155.0,-115.0
53,S5,D,Meat,34,151.0,-117.0
53,S5,E,Meat,65,310.0,-245.0
53,S6,C,Dairy,55,411.0,-356.0
53,S6,D,Dairy,57,403.0,-346.0
53,S6,E,Dairy,109,781.0,-672.0
53,S7,C,Dairy,57,411.0,-354.0
53,S7,D,Dairy,72,403.0,-331.0
53,S7,E,Dairy,122,781.0,-659.0
53,S8,C,Dairy,62,411.0,-349.0
53,S8,D,Dairy,57,403.0,-346.0
53,S8,E,Dairy,125,781.0,-656.0
53,S9,C,Dairy,62,411.0,-349.0
53,S9,D,Dairy,54,403.0,-349.0
53,S9,E,Dairy,119,781.0,-662.0
54,S1,A,Meat,38,148.0,-110.0
54,S1,B,Meat,43,176.0,-133.0
54,S1,C,Meat,39,167.0,-128.0
54,S1,D,Meat,35,170.0,-135.0
54,S1,E,Meat,59,323.0,-264.0
54,S10,C,Dairy,65,427.0,-362.0
54,S10,D,Dairy,55,428.0,-373.0
54,S10,E,Dairy,130,905.0,-775.0
54,S11,C,Dairy,59,427.0,-368.0
54,S11,D,Dairy,56,428.0,-372.0
54,S11,E,Dairy,140,905.0,-765.0
54,S12,C,Dairy,53,427.0,-374.0
54,S12,D,Dairy,67,428.0,-361.0
54,S12,E,Dairy,133,905.0,-772.0
54,S13,A,Vegetables,87,797.0,-710.0
54,S13,B,Vegetables,85,791.0,-706.0
54,S13,E,Vegetables,151,1574.0,-1423.0
54,S14,A,Vegetables,82,797.0,-715.0
54,S14,B,Vegetables,87,791.0,-704.0
54,S14,E,Vegetables,159,1574.0,-1415.0
54,S15,A,Vegetables,66,797.0,-731.0
54,S15,B,Vegetables,73,791.0,-718.0
54,S15,E,Vegetables,150,1574.0,-1424.0
54,S16,A,Vegetables,72,797.0,-725.0
54,S16,B,Vegetables,84,791.0,-707.0
54,S16,E,Vegetables,147,1574.0,-1427.0
54,S17,A,Vegetables,80,797.0,-717.0
54,S17,B,Vegetables,77,791.0,-714.0
54,S17,E,Vegetables,178,1574.0,-1396.0
54,S18,A,Vegetables,79,797.0,-718.0
54,S18,B,Vegetables,71,791.0,-720.0
54,S18,E,Vegetables,173,1574.0,-1401.0
54,S19,A,Vegetables,63,797.0,-734.0
54,S19,B,Vegetables,84,791.0,-707.0
54,S19,E,Vegetables,151,1574.0,-1423.0
54,S2,A,Meat,27,148.0,-121.0
54,S2,B,Meat,27,176.0,-149.0
54,S2,C,Meat,36,167.0,-131.0
54,S2,D,Meat,32,170.0,-138.0
54,S2,E,Meat,63,323.0,-260.0
54,S20,A,Vegetables,87,797.0,-710.0
54,S20,B,Vegetables,80,791.0,-711.0
54,S20,E,Vegetables,153,1574.0,-1421.0
54,S21,A,Vegetables,84,797.0,-713.0
54,S21,B,Vegetables,78,791.0,-713.0
54,S21,E,Vegetables,155,1574.0,-1419.0
54,S22,A,Vegetables,97,797.0,-700.0
54,S22,B,Vegetables,72,791.0,-719.0
54,S22,E,Vegetables,157,1574.0,-1417.0
54,S23,A,Beverages,133,554.0,-421.0
54,S23,B,Beverages,124,532.0,-408.0
54,S23,C,Beverages,145,548.0,-403.0
54,S23,D,Beverages,120,500.0,-380.0
54,S23,E,Beverages,292,1122.0,-830.0
54,S24,A,Beverages,137,554.0,-417.0
54,S24,B,Beverages,136,532.0,-396.0
54,S24,C,Beverages,129,548.0,-419.0
54,S24,D,Beverages,114,500.0,-386.0
54,S24,E,Beverages,280,1122.0,-842.0
54,S25,A,Beverages,146,554.0,-408.0
54,S25,B,Beverages,142,532.0,-390.0
54,S25,C,Beverages,136,548.0,-412.0
54,S25,D,Beverages,144,500.0,-356.0
54,S25,E,Beverages,279,1122.0,-843.0
54,S26,A,Beverages,138,554.0,-416.0
54,S26,B,Beverages,130,532.0,-402.0
54,S26,C,Beverages,138,548.0,-410.0
54,S26,D,Beverages,122,500.0,-378.0
54,S26,E,Beverages,271,1122.0,-851.0
54,S27,A,Bakery,41,164.0,-123.0
54,S27,B,Bakery,42,172.0,-130.0
54,S27,C,Bakery,48,169.0,-121.0
54,S27,D,Bakery,38,169.0,-131.0
54,S27,E,Bakery,94,331.0,-237.0
54,S28,A,Bakery,39,164.0,-125.0
54,S28,B,Bakery,38,172.0,-134.0
54,S28,C,Bakery,46,169.0,-123.0
54,S28,D,Bakery,47,169.0,-122.0
54,S28,E,Bakery,81,331.0,-250.0
54,S29,A,Bakery,38,164.0,-126.0
54,S29,B,Bakery,39,172.0,-133.0
54,S29,C,Bakery,38,169.0,-131.0
54,S29,D,Bakery,41,169.0,-128.0
54,S29,E,Bakery,77,331.0,-254.0
54,S3,A,Meat,29,148.0,-119.0
54,S3,B,Meat,32,176.0,-144.0
54,S3,C,Meat,38,167.0,-129.0
54,S3,D,Meat,45,170.0,-125.0
54,S3,E,Meat,70,323.0,-253.0
54,S30,A,Bakery,46,164.0,-118.0
54,S30,B,Bakery,53,172.0,-119.0
54,S30,C,Bakery,37,169.0,-132.0
54,S30,D,Bakery,43,169.0,-126.0
54,S30,E,Bakery,79,331.0,-252.0
54,S4,A,Meat,23,148.0,-125.0
54,S4,B,Meat,37,176.0,-139.0
54,S4,C,Meat,29,167.0,-138.0
54,S4,D,Meat,27,170.0,-143.0
54,S4,E,Meat,69,323.0,-254.0
54,S5,A,Meat,31,148.0,-117.0
54,S5,B,Meat,37,176.0,-139.0
54,S5,C,Meat,25,167.0,-142.0
54,S5,D,Meat,31,170.0,-139.0
54,S5,E,Meat,62,323.0,-261.0
54,S6,C,Dairy,60,427.0,-367.0
54,S6,D,Dairy,60,428.0,-368.0
54,S6,E,Dairy,131,905.0,-774.0
54,S7,C,Dairy,67,427.0,-360.0
54,S7,D,Dairy,68,428.0,-360.0
54,S7,E,Dairy,115,905.0,-790.0
54,S8,C,Dairy,66,427.0,-361.0
54,S8,D,Dairy,63,428.0,-365.0
54,S8,E,Dairy,122,905.0,-783.0
54,S9,C,Dairy,57,427.0,-370.0
54,S9,D,Dairy,59,428.0,-369.0
54,S9,E,Dairy,134,905.0,-771.0
55,S1,A,Meat,44,185.0,-141.0
55,S1,B,Meat,31,177.0,-146.0
55,S1,C,Meat,37,167.0,-130.0
55,S1,D,Meat,32,180.0,-148.0
55,S1,E,Meat,70,332.0,-262.0
55,S10,C,Dairy,58,424.0,-366.0
55,S10,D,Dairy,68,412.0,-344.0
55,S10,E,Dairy,119,878.0,-759.0
55,S11,C,Dairy,58,424.0,-366.0
55,S11,D,Dairy,51,412.0,-361.0
55,S11,E,Dairy,134,878.0,-744.0
55,S12,C,Dairy,66,424.0,-358.0
55,S12,D,Dairy,51,412.0,-361.0
55,S12,E,Dairy,113,878.0,-765.0
55,S13,A,Vegetables,80,830.0,-750.0
55,S13,B,Vegetables,87,817.0,-730.0
55,S13,E,Vegetables,139,1581.0,-1442.0
55,S14,A,Vegetables,79,830.0,-751.0
55,S14,B,Vegetables,87,817.0,-730.0
55,S14,E,Vegetables,154,1581.0,-1427.0
55,S15,A,Vegetables,95,830.0,-735.0
55,S15,B,Vegetables,89,817.0,-728.0
55,S15,E,Vegetables,158,1581.0,-1423.0
55,S16,A,Vegetables,85,830.0,-745.0
55,S16,B,Vegetables,84,817.0,-733.0
55,S16,E,Vegetables,168,1581.0,-1413.0
55,S17,A,Vegetables,74,830.0,-756.0
55,S17,B,Vegetables,71,817.0,-746.0
55,S17,E,Vegetables,173,1581.0,-1408.0
55,S18,A,Vegetables,79,830.0,-751.0
55,S18,B,Vegetables,79,817.0,-738.0
55,S18,E,Vegetables,163,1581.0,-1418.0
55,S19,A,Vegetables,85,830.0,-745.0
55,S19,B,Vegetables,91,817.0,-726.0
55,S19,E,Vegetables,155,1581.0,-1426.0
55,S2,A,Meat,35,185.0,-150.0
55,S2,B,Meat,38,177.0,-139.0
55,S2,C,Meat,30,167.0,-137.0
55,S2,D,Meat,26,180.0,-154.0
55,S2,E,Meat,64,332.0,-268.0
55,S20,A,Vegetables,71,830.0,-759.0
55,S20,B,Vegetables,70,817.0,-747.0
55,S20,E,Vegetables,148,1581.0,-1433.0
55,S21,A,Vegetables,84,830.0,-746.0
55,S21,B,Vegetables,74,817.0,-743.0
55,S21,E,Vegetables,177,1581.0,-1404.0
55,S22,A,Vegetables,98,830.0,-732.0
55,S22,B,Vegetables,85,817.0,-732.0
55,S22,E,Vegetables,146,1581.0,-1435.0
55,S23,A,Beverages,138,534.0,-396.0
55,S23,B,Beverages,127,535.0,-408.0
55,S23,C,Beverages,124,497.0,-373.0
55,S23,D,Beverages,144,556.0,-412.0
55,S23,E,Beverages,286,1081.0,-795.0
55,S24,A,Beverages,130,534.0,-404.0
55,S24,B,Beverages,130,535.0,-405.0
55,S24,C,Beverages,135,497.0,-362.0
55,S24,D,Beverages,149,556.0,-407.0
55,S24,E,Beverages,242,1081.0,-839.0
55,S25,A,Beverages,126,534.0,-408.0
55,S25,B,Beverages,141,535.0,-394.0
55,S25,C,Beverages,126,497.0,-371.0
55,S25,D,Beverages,125,556.0,-431.0
55,S25,E,Beverages,266,1081.0,-815.0
55,S26,A,Beverages,140,534.0,-394.0
55,S26,B,Beverages,137,535.0,-398.0
55,S26,C,Beverages,112,497.0,-385.0
55,S26,D,Beverages,138,556.0,-418.0
55,S26,E,Beverages,287,1081.0,-794.0
55,S27,A,Bakery,42,147.0,-105.0
55,S27,B,Bakery,36,158.0,-122.0
55,S27,C,Bakery,51,181.0,-130.0
55,S27,D,Bakery,52,192.0,-140.0
55,S27,E,Bakery,83,375.0,-292.0
55,S28,A,Bakery,31,147.0,-116.0
55,S28,B,Bakery,35,158.0,-123.0
55,S28,C,Bakery,37,181.0,-144.0
55,S28,D,Bakery,37,192.0,-155.0
55,S28,E,Bakery,84,375.0,-291.0
55,S29,A,Bakery,34,147.0,-113.0
55,S29,B,Bakery,47,158.0,-111.0
55,S29,C,Bakery,48,181.0,-133.0
55,S29,D,Bakery,50,192.0,-142.0
55,S29,E,Bakery,104,375.0,-271.0
55,S3,A,Meat,34,185.0,-151.0
55,S3,B,Meat,29,177.0,-148.0
55,S3,C,Meat,36,167.0,-131.0
55,S3,D,Meat,40,180.0,-140.0
55,S3,E,Meat,59,332.0,-273.0
55,S30,A,Bakery,40,147.0,-107.0
55,S30,B,Bakery,40,158.0,-118.0
55,S30,C,Bakery,45,181.0,-136.0
55,S30,D,Bakery,53,192.0,-139.0
55,S30,E,Bakery,104,375.0,-271.0
55,S4,A,Meat,28,185.0,-157.0
55,S4,B,Meat,44,177.0,-133.0
55,S4,C,Meat,25,167.0,-142.0
55,S4,D,Meat,42,180.0,-138.0
55,S4,E,Meat,72,332.0,-260.0
55,S5,A,Meat,44,185.0,-141.0
55,S5,B,Meat,35,177.0,-142.0
55,S5,C,Meat,39,167.0,-128.0
55,S5,D,Meat,40,180.0,-140.0
55,S5,E,Meat,67,332.0,-265.0
55,S6,C,Dairy,64,424.0,-360.0
55,S6,D,Dairy,68,412.0,-344.0
55,S6,E,Dairy,110,878.0,-768.0
55,S7,C,Dairy,62,424.0,-362.0
55,S7,D,Dairy,54,412.0,-358.0
55,S7,E,Dairy,152,878.0,-726.0
55,S8,C,Dairy,58,424.0,-366.0
55,S8,D,Dairy,51,412.0,-361.0
55,S8,E,Dairy,133,878.0,-745.0
55,S9,C,Dairy,58,424.0,-366.0
55,S9,D,Dairy,69,412.0,-343.0
55,S9,E,Dairy,117,878.0,-761.0
56,S1,A,Meat,20,144.0,-124.0
56,S1,B,Meat,25,134.0,-109.0
56,S1,C,Meat,33,147.0,-114.0
56,S1,D,Meat,33,151.0,-118.0
56,S1,E,Meat,64,292.0,-228.0
56,S10,C,Dairy,67,386.0,-319.0
56,S10,D,Dairy,44,398.0,-354.0
56,S10,E,Dairy,110,791.0,-681.0
56,S11,C,Dairy,50,386.0,-336.0
56,S11,D,Dairy,52,398.0,-346.0
56,S11,E,Dairy,105,791.0,-686.0
56,S12,C,Dairy,55,386.0,-331.0
56,S12,D,Dairy,63,398.0,-335.0
56,S12,E,Dairy,125,791.0,-666.0
56,S13,A,Vegetables,75,751.0,-676.0
